Text
"Scenario: Current Policies, Region: USA, Variable: Agricultural Demand, Model: GCAM-PR 5.3"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Industry, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Liquids, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Liquids, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Liquids, Model: MUSE"
"Scenario: Ambitious climate policies (NDC_LTT), Region: World, Variable: Final Energy Liquids, Model: MUSE"
